edit_count_slope,edit_count_correlation,edit_count_p_value,edit_count_recent_vs_historical,meeting_count_slope,meeting_count_correlation,meeting_count_p_value,meeting_count_recent_vs_historical,total_activity_slope,total_activity_correlation,total_activity_p_value,total_activity_recent_vs_historical,engagement_ratio_slope,engagement_ratio_correlation,engagement_ratio_p_value,engagement_ratio_recent_vs_historical,user_id,trend_direction,risk_level,data_points,analysis_period_days
-0.07934204160619256,-0.5390160274978878,3.125694039751803e-05,-0.999999593750165,-0.003870343492985001,-0.12896517604383223,0.3573929753104974,-0.42222112444729876,-0.08321238509917755,-0.5777768326208481,5.897466009750733e-06,-0.9219215980035226,-0.011887483585596794,-0.5777768326208481,5.897466009750733e-06,-0.9219196544979068,U0011,DECREASING,MEDIUM,53,52
-0.07031124012256088,-0.6104503031775584,1.213422207261981e-06,-0.9999994583336268,-0.014352523786486049,-0.4703664775527773,0.000379368469881918,-0.7936493197306284,-0.08466376390904691,-0.6338250388490266,3.49450926840445e-07,-0.9534046181063071,-0.012094823415578132,-0.6338250388490264,3.494509268404514e-07,-0.9534022192243099,U0012,DECREASING,MEDIUM,53,52
-0.07934204160619254,-0.6435183821081607,2.0217777186784385e-07,-0.9999994583336268,-0.019835510401548136,-0.7250110520819845,8.304210291999464e-10,-0.9999978333380278,-0.09917755200774069,-0.6695986240236433,4.195782188290888e-08,-0.9999995666668544,-0.014168221715391525,-0.6695986240236426,4.195782188291085e-08,-0.9999969666758678,U0013,DECREASING,MEDIUM,53,52
-0.029672633446218358,-0.4108842397084542,0.002241887833984883,-0.9999991875006602,-0.006773101112723756,-0.12378237474570469,0.3772016733402703,-0.7465876723108265,-0.0364457345589421,-0.392686140571802,0.0036322555751191156,-0.9055914047021307,-0.005206533508420302,-0.3926861405718023,0.0036322555751190947,-0.9055886346677192,U0014,STABLE,LOW,53,52
-0.07095629737139171,-0.612340214353798,1.1013303836381685e-06,-0.9999994583336268,-0.005966779551685212,-0.1638194820782386,0.24114718886152917,0.17695422130920427,-0.07692307692307693,-0.6842143873104933,1.6203113044679852e-08,-0.814164670861859,-0.010989010989010988,-0.6842143873104938,1.6203113044679382e-08,-0.814162442628822,U0015,DECREASING,MEDIUM,53,52
-0.09095307208514757,-0.718531390178934,1.377792630108437e-09,-0.999999593750165,0.0,0.0,1.0,0.0,-0.09095307208514757,-0.718531390178934,1.377792630108437e-09,-0.999999593750165,-0.012993296012163933,-0.7185313901789334,1.3777926301084918e-09,-0.9999971562580869,U0016,DECREASING,MEDIUM,53,52
-0.0516045799064667,-0.5727487299429849,7.4104770979246405e-06,-0.9999991875006602,-0.01491694887921303,-0.5175680729956231,7.224829051200062e-05,-0.9999981428605917,-0.06652152878567973,-0.6704924308813778,3.9646528339582926e-08,-0.9999994347829282,-0.009503075540811387,-0.6704924308813774,3.9646528339583786e-08,-0.999996043493915,U0017,STABLE,LOW,53,52
-0.08934042896307048,-0.6307283650112271,4.145592879036821e-07,-0.9999995357145012,-0.006450572488308337,-0.21494196007305374,0.12219747711687472,-0.5622882332446474,-0.09579100145137881,-0.7061931974306247,3.4794213493072714e-09,-0.9281367321437336,-0.0136844287787684,-0.7061931974306246,3.4794213493073347e-09,-0.9281345711148246,U0018,DECREASING,MEDIUM,53,52
-0.0364457345589421,-0.5568191728897197,1.4911350567691626e-05,-0.9999989166678402,0.0,0.0,1.0,0.0,-0.0364457345589421,-0.5568191728897197,1.4911350567691626e-05,-0.9999989166678402,-0.005206533508420301,-0.5568191728897192,1.4911350567691985e-05,-0.9999924167241732,U0019,STABLE,LOW,53,52
-0.08353491372359298,-0.604498686339164,1.6398465506447577e-06,-0.9999995357145012,-0.01483631672310918,-0.49436650816802397,0.0001682485965910353,-0.9999983750026405,-0.09837123044670214,-0.6387059896732369,2.659220784687296e-07,-0.9999996388890192,-0.014053032920957447,-0.6387059896732368,2.659220784687306e-07,-0.9999974722286119,U0020,DECREASING,MEDIUM,53,52
-0.08547008547008547,-0.5686364695115373,8.907467168830943e-06,-0.9999996388890192,-0.006450572488308337,-0.21494196007305374,0.12219747711687472,-0.25102808139212707,-0.09192065795839383,-0.5619064313800596,1.1974003595090457e-05,-0.9167806842340922,-0.013131522565484825,-0.5619064313800594,1.1974003595090503e-05,-0.9167789185863714,U0021,DECREASING,MEDIUM,53,52
-0.028382518948556694,-0.4198409253887117,0.0017504366222332096,-0.9999991875006602,-0.008063215610385423,-0.3445409294144679,0.011525097034758047,-0.9999967500105625,-0.0364457345589421,-0.4103911716780517,0.002272195495057345,-0.9999993500004225,-0.005206533508420302,-0.41039117167805184,0.0022721954950573405,-0.9999954500207024,U0022,STABLE,LOW,53,52
-0.04837929366231253,-0.52200286277595,6.103605992500016e-05,-0.9999994583336268,-0.01201419125947428,-0.2928874589858105,0.033310093164945986,-0.44973461451402275,-0.060393484921786804,-0.6674243424305515,4.8120021131526906e-08,-0.8757463472079237,-0.008627640703112402,-0.6674243424305515,4.8120021131526906e-08,-0.875744143723583,U0023,STABLE,LOW,53,52
-0.10836961780358004,-0.5668742876992001,9.630948552419426e-06,-0.9999996750001056,-0.004837929366231254,-0.17200522903844545,0.21811313279106284,0.5407379289035102,-0.11320754716981132,-0.6053001808830355,1.5752321100763964e-06,-0.9093679135615358,-0.016172506738544472,-0.6053001808830354,1.5752321100764024e-06,-0.9093662446075269,U0024,DECREASING,MEDIUM,53,52
-0.10901467505241089,-0.5740608684420943,6.9842816212514505e-06,-0.9999996750001056,0.0041928721174004195,0.1791612832955233,0.19927239116320306,296296.2962962963,-0.10482180293501048,-0.5630156119291053,1.140923923386017e-05,-0.9037034100000955,-0.014974543276430064,-0.5630156119291054,1.140923923386013e-05,-0.9037016477824551,U0025,DECREASING,MEDIUM,53,52
-0.07643928398645382,-0.5627374450921039,1.1548509794919395e-05,-0.9999995357145012,0.0,0.0,1.0,0.0,-0.07643928398645382,-0.5627374450921039,1.1548509794919395e-05,-0.9999995357145012,-0.010919897712350543,-0.5627374450921034,1.1548509794919588e-05,-0.9999967500105625,U0026,DECREASING,MEDIUM,53,52
-0.05031446540880503,-0.6967167542882483,6.8681241152100355e-09,-0.9999991875006602,0.0,0.0,1.0,0.0,-0.05031446540880503,-0.6967167542882483,6.8681241152100355e-09,-0.9999991875006602,-0.007187780772686432,-0.6967167542882475,6.86812411521041e-09,-0.9999943125323475,U0027,STABLE,LOW,53,52
-0.10030640219319463,-0.5837435029146442,4.475241503712095e-06,-0.9999996388890192,-0.04515400741815836,-0.7207260927990955,1.1624991608535774e-09,-0.9999991875006602,-0.145460409611353,-0.6933050537474057,8.717884369440678e-09,-0.9999997500000625,-0.02078005851590757,-0.6933050537474057,8.717884369440678e-09,-0.9999982500030624,U0028,DECREASING,MEDIUM,53,52
-0.1015965166908563,-0.5757380231344399,6.472608617146011e-06,-0.9999996388890192,-0.007660054829866153,-0.2994893951936074,0.029361266234807133,-0.9999974000067601,-0.10925657152072245,-0.63158118904935,3.9557904231408825e-07,-0.9999996829269298,-0.015608081645817493,-0.6315811890493498,3.9557904231409116e-07,-0.9999977804927311,U0029,DECREASING,MEDIUM,53,52
-0.10643444605708756,-0.5950968788068813,2.6066853553030725e-06,-0.999999593750165,-0.022899532333494597,-0.5547552232772195,1.6282755766994446e-05,-0.5185176759272951,-0.12933397839058217,-0.6131030830614809,1.0588837450109053e-06,-0.9037034100000955,-0.01847628262722602,-0.6131030830614811,1.0588837450108898e-06,-0.9037016477824551,U0030,DECREASING,MEDIUM,53,52
-0.07547169811320756,-0.5329387100211934,3.986231542267656e-05,-0.999999593750165,-0.003225286244154167,-0.06707030304879444,0.6332382531709366,0.6049369609081895,-0.07869698435736174,-0.551958156230549,1.8327699091848442e-05,-0.7465884385452807,-0.01124242633676596,-0.5519581562305492,1.8327699091848205e-05,-0.7465869060779452,U0031,DECREASING,MEDIUM,53,52
-0.12901144976616674,-0.6086265851728361,1.3315986221494513e-06,-0.9999996750001056,-0.006450572488308337,-0.21494196007305372,0.12219747711687477,-0.03703691666705798,-0.1354620222544751,-0.6318047215452579,3.907403649923627e-07,-0.9124576428681543,-0.019351717464925016,-0.6318047215452578,3.9074036499236555e-07,-0.912456025332951,U0032,DECREASING,MEDIUM,53,52
-0.05418480890179003,-0.4854219309209944,0.00022940347438773898,-0.9999994583336268,-0.029350104821802933,-0.651990612221596,1.2333139034143786e-07,-0.9999989166678402,-0.08353491372359297,-0.5597717218354985,1.3134412291383525e-05,-0.9999996388890192,-0.011933559103370423,-0.5597717218354985,1.3134412291383525e-05,-0.9999974722286119,U0033,DECREASING,MEDIUM,53,52
-0.07740686985970005,-0.6180647449488955,8.179448012531538e-07,-0.9999994583336268,0.0,0.0,1.0,0.0,-0.07740686985970005,-0.6180647449488955,8.179448012531538e-07,-0.9999994583336268,-0.011058124265671437,-0.6180647449488952,8.179448012531689e-07,-0.9999962083477101,U0034,DECREASING,MEDIUM,53,52
-0.06450572488308338,-0.4156369676452528,0.001967665532576761,-0.999999593750165,0.0,0.0,1.0,0.0,-0.06450572488308338,-0.4156369676452528,0.001967665532576761,-0.999999593750165,-0.009215103554726196,-0.41563696764525265,0.0019676655325767695,-0.9999971562580869,U0035,STABLE,LOW,53,52
-0.08998548621190133,-0.602298257516545,1.8301632556330534e-06,-0.9999995357145012,0.0,0.0,1.0,0.0,-0.08998548621190133,-0.602298257516545,1.8301632556330534e-06,-0.9999995357145012,-0.012855069458843044,-0.6022982575165443,1.8301632556331142e-06,-0.9999967500105625,U0036,DECREASING,MEDIUM,53,52
-0.08321238509917755,-0.494457061358973,0.00016771397397511887,-0.9999996750001056,0.0,0.0,1.0,0.0,-0.08321238509917755,-0.494457061358973,0.00016771397397511887,-0.9999996750001056,-0.011887483585596794,-0.494457061358973,0.00016771397397511887,-0.9999977250051757,U0037,DECREASING,MEDIUM,53,52
-0.04966940815997419,-0.5941242622624403,2.7324281315671618e-06,-0.9999991875006602,-0.026689243670375746,-0.652414676907955,1.2026884313362844e-07,-0.9999982666696711,-0.07635865183034991,-0.6613638090199898,7.008917029579492e-08,-0.9999994468088167,-0.010908378832907132,-0.6613638090199908,7.008917029579058e-08,-0.9999961276745696,U0038,DECREASING,MEDIUM,53,52
-0.11804547653604257,-0.586010444811897,4.023986135600316e-06,-0.9999996750001056,-0.005482986615062087,-0.23428783200183811,0.09130352604212087,-0.9999967500105625,-0.12352846315110465,-0.6240873141571394,5.94289863026126e-07,-0.9999997045455418,-0.017646923307300662,-0.6240873141571399,5.942898630261087e-07,-0.9999979318224592,U0039,DECREASING,MEDIUM,53,52
-0.08514755684567005,-0.5721044185854574,7.628469139033486e-06,-0.999999593750165,-0.017094017094017096,-0.607751809269174,1.3920148663021084e-06,-0.999998000004,-0.10224157393968715,-0.647591821237545,1.5971802005371356e-07,-0.9999996623377763,-0.014605939134241016,-0.6475918212375448,1.5971802005371708e-07,-0.9999976363692232,U0040,DECREASING,MEDIUM,53,52
-0.043863892920496694,-0.5578457405474996,1.4269761150524311e-05,-0.9999991875006602,-0.01838413159167876,-0.4946340325539919,0.00016667361443361574,-0.8074063577791423,-0.06224802451217546,-0.7118658012639645,2.286238529077244e-09,-0.9259254629631943,-0.008892574930310778,-0.7118658012639645,2.286238529077244e-09,-0.9259226851965279,U0041,STABLE,LOW,53,52
-0.06160296726334462,-0.5604994343644247,1.2727632761373416e-05,-0.9999993500004225,-0.026447347202064177,-0.6184629407803712,8.010166754914255e-07,-0.951850614446053,-0.08805031446540881,-0.6885744133636647,1.2069883603429371e-08,-0.9839501909055344,-0.012578616352201257,-0.6885744133636639,1.2069883603430069e-08,-0.9839476326427984,U0042,DECREASING,MEDIUM,53,52
-0.0535397516529592,-0.5523400144910641,1.8035188733239434e-05,-0.9999994583336268,0.0016126431220770839,0.06890818588289356,0.6239354669846484,5.7405914853621205,-0.051927108530882116,-0.5543260812597427,1.658215525011844e-05,-0.8624334048161374,-0.007418158361554588,-0.5543260812597429,1.6582155250118233e-05,-0.8624306591199858,U0043,STABLE,LOW,53,52
-0.035800677310111266,-0.5687934039958292,8.845541247858826e-06,-0.9999989166678402,-0.014513788098693758,-0.620173672946042,7.31944102003232e-07,-0.9999967500105625,-0.05031446540880503,-0.6572544296194687,9.001214322625715e-08,-0.9999991875006602,-0.007187780772686431,-0.6572544296194684,9.001214322625779e-08,-0.9999943125323475,U0044,STABLE,LOW,53,52
-0.05644250927269794,-0.5516909911461186,1.8534951300179658e-05,-0.9999993500004225,-0.013868730849862924,-0.5926103985928846,2.9394210245222896e-06,-0.9999967500105625,-0.07031124012256088,-0.6104503031775584,1.213422207261981e-06,-0.9999994583336268,-0.010044462874651555,-0.6104503031775583,1.2134222072619853e-06,-0.9999962083477101,U0045,DECREASING,MEDIUM,53,52
-0.05837768101919045,-0.5706061108425572,8.158587455596921e-06,-0.9999993500004225,-0.008950169327527818,-0.3375934892283381,0.013429759897071406,-0.9999976363692232,-0.06732785034671826,-0.6790395497805743,2.283399271476435e-08,-0.9999994901963384,-0.009618264335245466,-0.679039549780574,2.2833992714764678e-08,-0.9999964313852842,U0046,STABLE,LOW,53,52
-0.06450572488308337,-0.5705460719056376,8.18052494632764e-06,-0.9999994583336268,-0.006047411707789066,-0.4003203845127179,0.002976258223470108,-0.9999913334084438,-0.07055313659087244,-0.6292235520744611,4.501430191257797e-07,-0.9999994901963384,-0.010079019512981777,-0.6292235520744608,4.5014301912578643e-07,-0.9999964313852842,U0047,DECREASING,MEDIUM,53,52
-0.04708917916465086,-0.6845808146610723,1.5810084929118322e-08,-0.9999991875006602,-0.011369134010643447,-0.38607684550394633,0.004299953967942707,-0.15740689583499606,-0.058458313175294305,-0.7501270239394521,1.0112268704952798e-10,-0.8314809410188698,-0.008351187596470615,-0.7501270239394521,1.0112268704952798e-10,-0.8314776982579544,U0048,STABLE,LOW,53,52
-0.13352685050798258,-0.6333474492649648,3.58825479751918e-07,-0.9999996750001056,-0.0020964360587002098,-0.235702260395516,0.08930940056853744,-0.9999740006759824,-0.13562328656668277,-0.6421493980339876,2.1867652670574388e-07,-0.9999996790124487,-0.019374755223811827,-0.6421493980339873,2.1867652670574867e-07,-0.9999977530914684,U0049,DECREASING,MEDIUM,53,52
-0.0516045799064667,-0.4623066008771375,0.0004919817349867727,-0.9999994583336268,-0.01685212062570553,-0.48426359699086174,0.00023865360201976061,-0.7325092299969559,-0.06845670053217222,-0.6311808862397871,4.04384514909242e-07,-0.9270478951809077,-0.009779528647453175,-0.6311808862397871,4.04384514909242e-07,-0.9270457039828343,U0050,STABLE,LOW,53,52
-0.040961135300757935,-0.49827202690448014,0.00014654992533819455,-0.9999993500004225,-0.039348492178680854,-0.6707575858985181,3.89842269387824e-08,-0.9999991875006602,-0.0803096274794388,-0.7066389377783571,3.367679405925265e-09,-0.9999996388890192,-0.011472803925634113,-0.706638937778357,3.367679405925302e-09,-0.9999974722286119,U0051,DECREASING,MEDIUM,53,52
-0.08224479922593131,-0.6163467162402321,8.948838783747709e-07,-0.9999995357145012,-0.0032252862441541673,-0.10747098003652684,0.44369629014834633,-0.42222112444729876,-0.08547008547008547,-0.6761150138606338,2.7635180376734553e-08,-0.9124575530049369,-0.01221001221001221,-0.6761150138606339,2.763518037673445e-08,-0.9124553962930319,U0052,DECREASING,MEDIUM,53,52
-0.028705047572972098,-0.6646558539928858,5.720008598699746e-08,-0.9999989166678402,0.0,0.0,1.0,0.0,-0.028705047572972098,-0.6646558539928858,5.720008598699746e-08,-0.9999989166678402,-0.004100721081853158,-0.6646558539928863,5.72000859869958e-08,-0.9999924167241732,U0053,STABLE,LOW,53,52
-0.1051443315594259,-0.6234742816533169,6.141197610491834e-07,-0.999999593750165,0.0041928721174004195,0.1791612832955233,0.19927239116320306,296296.2962962963,-0.10095145944202548,-0.6095348436383802,1.2714635821212465e-06,-0.8796292722802377,-0.014421637063146494,-0.6095348436383802,1.2714635821212465e-06,-0.8796271281899839,U0054,DECREASING,MEDIUM,53,52
-0.0306402193194646,-0.5599678857543783,1.302359189742372e-05,-0.9999989166678402,-0.028785679729075954,-0.6428395409293681,2.102075267726548e-07,-0.9335879241651052,-0.05942589904854056,-0.7402553987741771,2.380610338125318e-10,-0.9636613022430229,-0.008489414149791506,-0.7402553987741769,2.380610338125352e-10,-0.9636584658157227,U0055,STABLE,LOW,53,52
-0.04225124979841961,-0.6455160322880823,1.8018355356457744e-07,-0.9999989166678402,0.0,0.0,1.0,0.0,-0.04225124979841961,-0.6455160322880823,1.8018355356457744e-07,-0.9999989166678402,-0.006035892828345659,-0.6455160322880815,1.8018355356458466e-07,-0.9999924167241732,U0056,STABLE,LOW,53,52
-0.06644089662957588,-0.5225086808525953,5.986431969259277e-05,-0.9999994583336268,0.0035478148685695854,0.15159800894236586,0.2785372564899374,296296.2962962963,-0.06289308176100629,-0.50438391242729,0.0001176734337958593,-0.8395057181072423,-0.008984725965858042,-0.50438391242729,0.0001176734337958593,-0.8395029897240036,U0057,STABLE,LOW,53,52
-0.11191743267214965,-0.5797409138150658,5.388588329429866e-06,-0.9999996388890192,0.002902757619738752,0.12403473458920844,0.3762222130567572,296296.2962962963,-0.10901467505241089,-0.5740608684420944,6.984281621251423e-06,-0.8930037927527456,-0.015573525007487274,-0.5740608684420944,6.984281621251423e-06,-0.8930018579160856,U0058,DECREASING,MEDIUM,53,52
-0.03870343492985003,-0.6054528174458844,1.5631991616891108e-06,-0.9999991875006602,-0.023302693114013867,-0.5660402558999115,9.992012823041928e-06,-0.8518510000008519,-0.062006128043863906,-0.7650275798525829,2.5692806850860133e-11,-0.933588342669849,-0.008858018291980555,-0.7650275798525824,2.5692806850861238e-11,-0.9335858316470137,U0059,STABLE,LOW,53,52
-0.033865505563618774,-0.5173983464904476,7.271273795910476e-05,-0.9999989166678402,-0.011611030478955009,-0.35630904902550065,0.008827181598742363,-0.9999983750026405,-0.04547653604257378,-0.6061363274060112,1.5103586818561387e-06,-0.9999993500004225,-0.006496648006081969,-0.6061363274060115,1.510358681856117e-06,-0.9999954500207024,U0060,STABLE,LOW,53,52
-0.07031124012256088,-0.685359248028849,1.500472851793188e-08,-0.9999994583336268,-0.0003225286244154163,-0.013781637176578689,0.9219767675943189,-0.037036796297861205,-0.0706337687469763,-0.7097504608303841,2.6769393842794617e-09,-0.9259254629631943,-0.010090538392425184,-0.7097504608303842,2.676939384279452e-09,-0.9259226851965279,U0061,DECREASING,MEDIUM,53,52
-0.043863892920496694,-0.543841221541581,2.5681940136842396e-05,-0.9999991875006602,0.0,0.0,1.0,0.0,-0.043863892920496694,-0.543841221541581,2.5681940136842396e-05,-0.9999991875006602,-0.006266270417213811,-0.5438412215415809,2.5681940136842396e-05,-0.9999943125323475,U0062,STABLE,LOW,53,52
-0.05289469440412836,-0.35283873890642986,0.009559063691328041,-0.999999593750165,0.0,0.0,1.0,0.0,-0.05289469440412836,-0.35283873890642986,0.009559063691328041,-0.999999593750165,-0.007556384914875479,-0.3528387389064297,0.009559063691328069,-0.9999971562580869,U0063,STABLE,LOW,53,52
-0.08321238509917755,-0.65440407601927,1.06830116303722e-07,-0.9999994583336268,-0.01870666021609418,-0.6233316842118563,6.188201928211471e-07,-0.9999983750026405,-0.10191904531527173,-0.7111680888854195,2.408728663238086e-09,-0.999999593750165,-0.014559863616467387,-0.7111680888854187,2.4087286632382256e-09,-0.9999971562580869,U0064,DECREASING,MEDIUM,53,52
-0.04160619254958878,-0.6356608256882642,3.155078892946378e-07,-0.9999989166678402,-0.0035478148685695854,-0.15159800894236583,0.2785372564899375,-0.9999967500105625,-0.04515400741815836,-0.6928231508829179,9.014189601909364e-09,-0.9999991875006602,-0.006450572488308337,-0.6928231508829173,9.014189601909723e-09,-0.9999943125323475,U0065,STABLE,LOW,53,52
-0.1090146750524109,-0.6288415625742896,4.5961979079817525e-07,-0.999999593750165,-0.00032252862441541747,-0.006654698969771869,0.9622803408819887,-0.037036956790297434,-0.10933720367682633,-0.6566078609988945,9.35933929564863e-08,-0.8479529262851101,-0.015619600525260895,-0.6566078609988939,9.359339295648902e-08,-0.8479511857543243,U0066,DECREASING,MEDIUM,53,52
-0.055474923399451696,-0.6417285046690104,2.2399726729385006e-07,-0.9999991875006602,-0.01870666021609418,-0.4327936426837513,0.001209153276541659,-0.9999983750026405,-0.07418158361554587,-0.7652903815237635,2.5056890685835004e-11,-0.9999994583336268,-0.010597369087935127,-0.7652903815237639,2.505689068583383e-11,-0.9999962083477101,U0067,DECREASING,MEDIUM,53,52
-0.08514755684567005,-0.6414520673846716,2.2755757916582516e-07,-0.9999994583336268,-0.03104338009998387,-0.620728797649382,7.107538311011826e-07,-0.9999991333340845,-0.11619093694565392,-0.7153300362349165,1.7603138241507788e-09,-0.9999996666667778,-0.01659870527795056,-0.7153300362349164,1.7603138241507916e-09,-0.9999976666721112,U0068,DECREASING,MEDIUM,53,52
-0.11256248992098047,-0.6515203541558648,1.2681300113141567e-07,-0.9999996388890192,-0.0029027576197387514,-0.1240347345892084,0.37622221305675707,-0.9999967500105625,-0.11546524754071924,-0.6822334269671815,1.8492104574118433e-08,-0.9999996750001056,-0.01649503536295989,-0.6822334269671814,1.8492104574118566e-08,-0.9999977250051757,U0069,DECREASING,MEDIUM,53,52
-0.06644089662957588,-0.5506919140481722,1.932931610688345e-05,-0.9999994583336268,-0.010643444605708756,-0.45479402682709746,0.0006233113306185552,-0.9999967500105625,-0.07708434123528464,-0.539880404232119,3.0182744185511825e-05,-0.9999995357145012,-0.011012048747897804,-0.5398804042321186,3.0182744185512394e-05,-0.9999967500105625,U0070,DECREASING,MEDIUM,53,52
-0.052572165779712944,-0.6320179880174359,3.8617557150937497e-07,-0.9999993500004225,-0.02451217545557168,-0.6587869062499205,8.203093811780194e-08,-0.9999983750026405,-0.07708434123528464,-0.6811543004386791,1.9863770407929193e-08,-0.9999995357145012,-0.011012048747897803,-0.6811543004386793,1.9863770407928908e-08,-0.9999967500105625,U0071,DECREASING,MEDIUM,53,52
-0.04192872117400419,-0.4903470102923156,0.00019360569799292722,-0.9999991875006602,-0.0220125786163522,-0.7637626158259736,2.8973840156569423e-11,-0.9999981428605917,-0.0639412997903564,-0.5932425578437492,2.8512721808575243e-06,-0.9999994347829282,-0.00913447139862234,-0.5932425578437494,2.8512721808574934e-06,-0.999996043493915,U0072,STABLE,LOW,53,52
-0.08288985647476214,-0.718999971675001,1.32888421259834e-09,-0.9999995357145012,-0.010965973230124174,-0.3654013321241914,0.007135371090423944,-0.9358008470810009,-0.0938558297048863,-0.7743662618644109,1.0331687461844759e-11,-0.9864367801363485,-0.013407975672126614,-0.774366261864411,1.0331687461844609e-11,-0.9864346127596834,U0073,DECREASING,MEDIUM,53,52
-0.02225447508466376,-0.3864318432958856,0.004261522134961642,-0.9999989166678402,0.0,0.0,1.0,0.0,-0.02225447508466376,-0.3864318432958856,0.004261522134961642,-0.9999989166678402,-0.0031792107263805373,-0.3864318432958854,0.004261522134961669,-0.9999924167241732,U0074,STABLE,LOW,53,52
-0.040961135300757935,-0.6035007972635636,1.723745976538023e-06,-0.9999989166678402,-0.012981777132720529,-0.5865297042921989,3.926757531886599e-06,-0.9999962857280816,-0.05394291243347847,-0.6301949953584217,4.268592598540072e-07,-0.9999991612910261,-0.007706130347639781,-0.630194995358422,4.268592598540011e-07,-0.9999941290667261,U0075,STABLE,LOW,53,52
-0.07934204160619254,-0.6060952058888099,1.5134900124529934e-06,-0.9999994583336268,-0.03870343492985003,-0.5725103528027887,7.490445862352604e-06,-0.9999991875006602,-0.11804547653604257,-0.6859889183542548,1.4381704569447256e-08,-0.9999996750001056,-0.01686363950514894,-0.685988918354255,1.4381704569446947e-08,-0.9999977250051757,U0076,DECREASING,MEDIUM,53,52
