user_id,edit_count,edit_span_days,edit_avg_gap_hours,edit_std_gap_hours,edit_min_gap_hours,edit_max_gap_hours,edit_gap_coefficient_variation,edit_avg_hour,edit_hour_std,edit_weekend_ratio,edit_business_hours_ratio,edit_recent_activity_ratio,edit_acceleration,edit_periodicity_score,edit_outlier_ratio,edit_burst_score,edit_entropy,meeting_count,meeting_span_days,meeting_avg_gap_hours,meeting_std_gap_hours,meeting_min_gap_hours,meeting_max_gap_hours,meeting_gap_coefficient_variation,meeting_avg_hour,meeting_hour_std,meeting_weekend_ratio,meeting_business_hours_ratio,meeting_recent_activity_ratio,meeting_acceleration,meeting_periodicity_score,meeting_outlier_ratio,meeting_burst_score,meeting_entropy,void_total_days,void_max_duration,void_frequency,void_coverage_ratio,void_pattern_score,edit_to_meeting_ratio,meeting_to_edit_ratio,activity_synchronization,void_activity_impact,activity_void_resistance,temporal_consistency,behavioral_diversity,engagement_consistency,activity_intensity,temporal_adaptability,disengagement_risk_composite
U0032,10,3,8.0,11.313708498984761,0.0,24.0,1.414213385596422,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.1715728752538099,0.9182958340544896,2,19,456.0,0.0,456.0,456.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,27,27,1,0.45,0.7,3.3333333333333335,0.18181818181818182,0.05084745762711864,5.4,8.275862068965518,1.0,0.4591479170272448,0.7071067963515897,0.19999999999999998,0.8500000000000001,0.5800000000000001
U0033,6,6,28.8,27.988569095257443,0.0,72.0,0.9718252820636166,0.0,0.0,0.3333333333333333,0.0,0.0,6.0,0.7745966692414834,0.0,-0.014288630928197142,1.9219280948873623,4,43,344.0,319.19899749216006,72.0,792.0,0.9279040597798139,0.0,0.0,0.5,0.0,0.0,-312.0,0,0.0,-0.03739601929680715,0.9182958340544896,26,26,1,0.43333333333333335,0.6666666666666667,1.2,0.5714285714285714,0.023364485981308414,4.333333333333334,6.976744186046512,1.0,1.420111964470926,0.5129211672585066,0.16666666666666669,1.0166666666666666,0.5733333333333334
U0034,6,3,14.4,11.757550765359253,0.0,24.0,0.8164965242265785,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.1010205144336438,0.9709505944546686,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,38,38,1,0.6333333333333333,1.0,6.0,0.0,0.625,3.8,3.673469387755102,1.0,0.4854752972273343,0.7752551372003799,0.1,1.0,0.6533333333333333
U0035,8,7,24.0,31.423376193982904,0.0,96.0,1.309307286861484,0.0,0.0,0.0,0.0,0.0,-16.0,0.12403473458920844,0.14285714285714285,0.13393944403532795,1.4488156357251847,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,29,1,0.48333333333333334,0.7666666666666666,8.0,0.0,0.5,3.8666666666666667,5.393258426966292,1.0,0.7244078178625923,0.7165151441060649,0.13333333333333333,1.0,0.621904761904762
U0036,7,3,12.0,12.0,0.0,24.0,0.9999999166666736,0.0,0.0,0.0,0.0,0.0,-4.8,0.16666666666666666,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,29,1,0.48333333333333334,0.7666666666666666,7.0,0.0,0.6666666666666666,3.3833333333333333,4.719101123595506,1.0,0.5,0.7500000104166662,0.11666666666666667,1.0,0.5933333333333334
U0037,10,8,21.333333333333332,17.688665548562135,0.0,48.0,0.8291561587221551,0.0,0.0,0.5,0.0,0.0,0.0,0.4999999999999999,0.0,-0.09340033543136025,1.5304930567574824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25,25,1,0.4166666666666667,0.6333333333333333,10.0,0.0,0.5294117647058824,4.166666666666667,7.0588235294117645,1.0,0.7652465283787412,0.7733500896660999,0.16666666666666666,0.8500000000000001,0.5666666666666667
U0038,4,3,24.0,19.595917942265423,0.0,48.0,0.8164965469070364,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,-0.1010205144336438,1.584962500721156,4,31,248.0,198.23218709382186,96.0,528.0,0.7993233318326554,0.0,0.0,0.5,0.0,0.0,-216.0,0,0.0,-0.11152896260196102,0.9182958340544896,20,20,1,0.3333333333333333,0.4666666666666666,0.8,0.8,0.03225806451612903,2.6666666666666665,6.0,1.0,1.2516291673878228,0.5531373749118453,0.13333333333333333,0.8500000000000001,0.5333333333333333
U0039,10,4,10.666666666666666,16.438437341250605,0.0,48.0,1.5411033562638048,0.0,0.0,0.3,0.0,0.0,0.0,0.4999999999999999,0.0,0.21294036255673585,1.224394445405986,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,55,55,1,0.9166666666666666,1.0,5.0,0.09090909090909091,0.6923076923076923,10.083333333333332,5.739130434782609,1.0,0.612197222702993,0.6967649205481953,0.18333333333333332,1.25,0.7666666666666667
U0040,8,7,24.0,18.142294704442907,0.0,48.0,0.7559289145214163,0.0,0.0,0.25,0.0,0.0,4.0,0.2970442628930023,0.0,-0.13899825191387918,1.5566567074628228,4,36,288.0,103.69185117452577,144.0,384.0,0.3600411486614049,0.0,0.0,0.0,0.0,0.0,-24.0,0,0.0,-0.47054374062878385,0.9182958340544896,53,53,1,0.8833333333333333,1.0,1.6,0.4444444444444444,0.027777777777777776,10.6,6.371681415929204,1.0,1.2374762707586562,0.6523855035813004,0.2,0.875,0.7533333333333334
U0041,4,5,40.0,40.792156108742276,0.0,96.0,1.01980387722346,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.009804864072151745,0.9182958340544896,5,48,288.0,212.6405417600322,48.0,600.0,0.7383352118808924,0.0,0.0,0.0,0.0,0.0,32.0,0,0.0,-0.15052607999950834,1.5,45,45,1,0.75,1.0,0.6666666666666666,1.0,0.02112676056338028,6.75,5.142857142857143,1.0,1.2091479170272448,0.5351803075307322,0.15,1.0,0.7000000000000001
U0042,5,2,12.0,12.0,0.0,24.0,0.9999999166666736,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,1.0,4,47,376.0,222.8542124349459,72.0,600.0,0.5926973719208738,0.0,0.0,0.5,0.0,0.0,-72.0,0,0.0,-0.2557313355822649,0.9182958340544896,39,39,1,0.65,1.0,1.0,0.6666666666666666,0.021052631578947368,5.8500000000000005,5.454545454545455,1.0,0.9591479170272448,0.5639328446229377,0.15,0.8500000000000001,0.66
U0043,6,10,48.0,45.536798306424664,0.0,120.0,0.948683278286279,0.0,0.0,0.16666666666666666,0.0,0.0,30.0,0.6938886664887108,0.0,-0.026334038989723994,1.9219280948873623,4,45,360.0,458.30993879688015,24.0,1008.0,1.273083159788325,0.0,0.0,0.0,0.0,0.0,492.0,0,0.0,0.12013777926419941,0.9182958340544896,26,26,1,0.43333333333333335,0.6666666666666667,1.2,0.5714285714285714,0.022727272727272728,4.333333333333334,6.976744186046512,1.0,1.420111964470926,0.4765490678759526,0.16666666666666669,0.9166666666666667,0.5733333333333334
U0044,3,3,36.0,36.0,0.0,72.0,0.999999972222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,24,144.0,50.91168824543142,72.0,192.0,0.3535533881380419,0.0,0.0,0.4,0.0,0.0,24.0,0,0.0,-0.47759225007251715,1.5,25,25,1,0.4166666666666667,0.6333333333333333,0.5,1.25,0.0425531914893617,3.3333333333333335,5.647058823529411,1.0,1.25,0.6193980666604084,0.13333333333333333,0.8,0.5666666666666667
U0045,5,4,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,2,17,408.0,0.0,408.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,38,38,1,0.6333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.058823529411764705,4.433333333333334,4.285714285714286,1.0,0.0,1.0,0.11666666666666667,0.8,0.6533333333333333
U0046,5,4,24.0,16.97056274847714,0.0,48.0,0.7071067517237661,0.0,0.0,0.2,0.0,0.0,16.0,0.0,0.0,-0.1715728752538099,1.5,4,42,336.0,160.39950124610738,168.0,552.0,0.477379466573595,0.0,0.0,0.0,0.0,0.0,192.0,0,0.0,-0.35374833841106657,0.9182958340544896,42,42,1,0.7,1.0,1.0,0.6666666666666666,0.023809523809523808,6.3,5.294117647058823,1.0,1.2091479170272448,0.6313303087967028,0.15,0.9,0.6799999999999999
U0047,6,6,28.8,9.6,24.0,48.0,0.3333333217592596,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.2,-0.5,0.7219280948873623,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,16,1,0.26666666666666666,0.3333333333333333,3.0,0.14285714285714285,0.45454545454545453,1.8666666666666667,5.526315789473684,1.0,0.36096404744368116,0.8750000032552083,0.11666666666666667,0.9166666666666667,0.5466666666666667
U0048,4,8,64.0,29.93325909419153,24.0,96.0,0.46770716603881823,0.0,0.0,0.25,0.0,0.0,-12.0,0.0,0.0,-0.3626696362323388,0.9182958340544896,3,39,468.0,156.0,312.0,624.0,0.3333333326210826,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0,0.0,-0.5,1.0,20,20,1,0.3333333333333333,0.4666666666666666,1.0,0.6,0.026785714285714284,2.333333333333333,5.25,1.0,0.9591479170272448,0.7156674109546372,0.11666666666666667,1.0583333333333333,0.5333333333333333
U0049,10,3,8.0,11.313708498984761,0.0,24.0,1.414213385596422,0.0,0.0,0.2,0.0,0.0,0.0,0.6000000000000001,0.0,0.1715728752538099,0.9182958340544896,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,32,1,0.5333333333333333,0.8666666666666667,5.0,0.09090909090909091,0.75,5.866666666666666,7.173913043478262,1.0,0.4591479170272448,0.7071067963515897,0.18333333333333332,1.2,0.6133333333333334
